wiki_id,kotus_id,place_name,place_type,name_type,parish,lat,long,precision,collector,collection_year,collection
Q5000530,256,Dahlman,asumus,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5004375,2191,Landskrundi,kari,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Miikkulainen, Raija",1974,1-kokoelma
Q5005463,2740,Murhakari,kari,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5013072,6564,Tonttimoisio,asumusryhmä,paikannimi,Aitolahti,61.549283437,23.906391665,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kivikuru, Ullamaija",1963,1-kokoelma
Q5007274,3652,Pyörnee,torppa,paikannimi,Ahlainen,61.65901423,21.61707997,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5006911,3469,Pliku,alue,paikannimi,Ahlainen,61.65901423,21.61707997,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Vasama, Marjatta",1963,1-kokoelma
Q5009280,4660,Södersvälsö,saari,paikannimi,Ahlainen,61.667961126,21.521589925,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5009282,4661,Södra Svärdsö,saari,paikannimi,Ahlainen,61.667961126,21.521589925,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5007007,3517,Pohjaranta,asunto,paikannimi,Ahlainen,61.667961126,21.521589925,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5002055,1024,Isonkivenpelto,pelto,paikannimi,Ahlainen,61.650861101,21.627241338,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Norrbacka, Hilkka",1977,1-kokoelma
Q8762859,2016496,Pajamäki,mäki,paikannimi,Akaa,61.134518793,23.779709566,Sijainti on tiedossa vain keruupitäjän tarkkuudella.,"Nuora, Janita",2013,1-kokoelma
Q5013358,8021,Aittamäki,metsikkö,paikannimi,Alahärmä,63.176258634,22.802643633,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Sjöblom, Sirkka-Liisa",1984,1-kokoelma
Q5006716,3371,Pikkusuo,suo,paikannimi,Ahlainen,61.675195597,21.668314611,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Lenko, Marja",1967,1-kokoelma
Q5017593,10163,Rämäkkölä,taloryhmä,paikannimi,Alahärmä,63.293507206,22.812456401,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Laita, Leo",1961,1-kokoelma
Q5008278,4156,Salonneva,suo,paikannimi,Ahlainen,61.731955799,21.699822604,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5003714,1857,Krankmari,metsä,paikannimi,Ahlainen,61.626796105,21.647074941,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Peltola, Satu-Liisa",1966,1-kokoelma
Q5012070,6060,Linnavuori,mäki,paikannimi,Aitolahti,61.563039275,23.832735626,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Rikala, Heli",1974,1-kokoelma
Q5005717,2868,Navetantakusta,pelto,paikannimi,Ahlainen,61.622076303,21.756603968,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5001052,520,Grönfors,asumus,paikannimi,Ahlainen,61.731270496,21.579424087,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5006047,3035,Oksanen,asunto,paikannimi,Ahlainen,61.731270496,21.579424087,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5007167,3598,Pukkiluoto,saari,paikannimi,Ahlainen,61.731270496,21.579424087,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5005677,2848,Mäntyluoto,saari,paikannimi,Ahlainen,61.731270496,21.579424087,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5004715,2363,Leppäsenkari,saari,paikannimi,Ahlainen,61.715986463,21.551936775,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5003061,1528,Kirkkosuo,suo,paikannimi,Ahlainen,61.675218573,21.672489852,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Lenko, Marja",1967,1-kokoelma
Q5000026,9,Aaltonen,asunto,paikannimi,Ahlainen,61.676950545,21.463866267,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5004721,2366,Leppä-Talloura,saari,paikannimi,Ahlainen,61.676950545,21.463866267,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5009350,4695,Talloura,saari,paikannimi,Ahlainen,61.676950545,21.463866267,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5005307,2661,Meriluoto,asunto,paikannimi,Ahlainen,61.676950545,21.463866267,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5013074,6565,Torpparien Hevoshaka,metsä,paikannimi,Aitolahti,61.554795908,23.890999771,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kivikuru, Ullamaija",1963,1-kokoelma
Q5007276,3653,Pyörneenkytö,metsä,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5009610,4827,Trikanluoto,jokiluoto,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Miikkulainen, Raija",1986,1-kokoelma
Q5009612,4828,Trikanmäki,kulmakunta,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Miikkulainen, Raija",1986,1-kokoelma
Q5006061,3042,Ollinhaka,metsä,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Miikkulainen, Raija",1986,1-kokoelma
Q5007681,3856,Riihipelto,pelto,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5008983,4511,Strika,kulmakunta,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Miikkulainen, Raija",1986,1-kokoelma
Q5000894,439,Forsvikinmäki,mäki,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5008230,4132,Salminen,asumus,paikannimi,Ahlainen,61.656775913,21.642106398,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1986,1-kokoelma
Q5002057,1025,Isonkivenpelto,pelto,paikannimi,Ahlainen,61.67671746,21.61310257,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5013362,8022,Aittamäki,metsä,paikannimi,Alahärmä,63.177948381,22.803463943,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Peltola, Tuula",1972,1-kokoelma
Q5006718,3372,Pikkusuo,suo,paikannimi,Ahlainen,61.647342331,21.724527374,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Lenko, Marja",1967,1-kokoelma
Q5016592,9656,Ollila,pelto,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016594,9657,Ollinkorpi,metsä,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016596,9658,Ollinkorvenoja,luonnonoja,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016598,9659,Ollinkytö,pelto,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016602,9661,Ollinmäki,mäki,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016911,9819,Pihlajamäki,mäki,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016084,9397,Mattuinen,pelto,paikannimi,Alahärmä,63.23813935,22.951811256,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017595,10164,Ränkineva,neva,paikannimi,Alahärmä,63.226277119,22.614090851,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Nybäck, Liisa",1972,1-kokoelma
Q5008280,4157,Salon Niilon maa,pelto,paikannimi,Ahlainen,61.623044996,21.737129637,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5015590,9147,Laitala,tila,paikannimi,Alahärmä,63.184620101,22.845006396,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Viitala, Pirjo",1972,1-kokoelma
Q5018595,10675,Vuosiluomanaro,ranta-alue,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013376,8028,Ala-Hilli,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015632,9168,Lampinen,mökki,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018654,10706,Välimäki,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018673,10716,Välivainio,pelto,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018683,10721,Yli-Hilli,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017773,10255,Sepponen,mökki,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014494,8591,Kallio,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013605,8140,Ekola,mökki,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015827,9267,Loukkolato,lato,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013626,8150,Eltinnurkka,torppa,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013628,8151,Eltintorppa,torppa,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017900,10320,Soukkasarka,pelto,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016985,9856,Pirin silta,silta,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018029,10385,Tammela,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018109,10425,Toivola,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013939,8309,Hautapakka,hautapaikka,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017175,9952,Puistola,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017191,9960,Punaisen Kyöstin talo,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018214,10479,Trälli,metsikkö,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018216,10480,Trällinriihi,riihi,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014017,8348,Hilli,kylä,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018270,10508,Tuurmanninhuhta,niitty,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017279,10004,Rajakulma,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014108,8394,Huhta,alue,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014114,8397,Huhtakallio,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018393,10570,Vainio,pelto,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016419,9566,Mäntyhila,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017453,10092,Rintala,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018465,10607,Varsanlähde,lähde,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017467,10099,Rintamäki,talo,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018543,10646,Vipulato,lato,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015329,9013,Kuivila,torppa,paikannimi,Alahärmä,63.237530816,22.872239839,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5003716,1858,Krankmari,pelto,paikannimi,Ahlainen,61.63082239,21.65036271,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Peltola, Satu-Liisa",1966,1-kokoelma
Q5010973,5512,Enklinge,saari,paikannimi,Ahvenanmaa,60.365703709,20.724423189,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Ritva Liisa",1982,1-kokoelma
Q5010286,5167,Veripelto,pelto,paikannimi,Ahlainen,61.665116317,21.690175348,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Lenko, Marja",1967,1-kokoelma
Q5012072,6061,Lintukallio,kallio,paikannimi,Aitolahti,61.537223835,23.949632558,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5011532,5789,Kangasalantie,tie,paikannimi,Aitolahti,61.537223835,23.949632558,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5005719,2869,Navetontakussarka,pelto,paikannimi,Ahlainen,61.71121717,21.554788064,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5001054,521,Grönfors,asumus,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5004839,2426,Louhula,maa,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5000292,134,Anttila,talo,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5000339,158,Arveranta,maa,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5007114,3571,Praa-Kalle,pelto,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Vasama, Marjatta",1963,1-kokoelma
Q5008767,4402,Skata,metsä,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Vasama, Marjatta",1963,1-kokoelma
Q5010807,5429,Ylinen-Labbi,pelto,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5009059,4549,Suntila,asumus,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5008146,4090,Saaristo,asumus,paikannimi,Ahlainen,61.712883667,21.579616472,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5004717,2364,Leppäsenpelto,pelto,paikannimi,Ahlainen,61.689661957,21.604569484,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5003063,1529,Kirkkosuo,suo,paikannimi,Ahlainen,61.642052972,21.745967865,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Lenko, Marja",1967,1-kokoelma
Q5000028,10,Aaltonen,talo,paikannimi,Ahlainen,61.649850115,21.598152502,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5008807,4423,Skitoura,saari,paikannimi,Ahlainen,61.649850115,21.598152502,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5010891,5471,Ämttö,kulmakunta,paikannimi,Ahlainen,61.649850115,21.598152502,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Vasama, Marjatta",1963,1-kokoelma
Q5007940,3987,Ruusholma,talo,paikannimi,Ahlainen,61.649850115,21.598152502,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5013076,6566,Tuomaalanpelto,pelto,paikannimi,Aitolahti,61.512014403,23.926884899,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5007278,3654,Pyörskalla,kari,paikannimi,Ahlainen,61.709041384,21.379440709,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5002059,1026,Isonkorvenkalliot,kallio,paikannimi,Ahlainen,61.706502666,21.674941385,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5013364,8023,Aittoniemi,niemi,paikannimi,Alahärmä,63.202546911,22.992847546,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013366,8024,Aittoniemenmäki,mäki,paikannimi,Alahärmä,63.202546911,22.992847546,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5011062,5552,Aitovuori,vuori,paikannimi,Aitolahti,61.528255935,23.968441772,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5011962,6005,Laitakorpi,pelto,paikannimi,Aitolahti,61.528255935,23.968441772,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäkelä, Matti",1969,1-kokoelma
Q5011964,6006,Laitakorvenpellot,pellot,paikannimi,Aitolahti,61.528255935,23.968441772,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5011969,6008,Laitakorpi,metsä,paikannimi,Aitolahti,61.528255935,23.968441772,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5006720,3373,Pikku Umpiaita,pelto,paikannimi,Ahlainen,61.70465179,21.593275881,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5017597,10165,Räsy,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013404,8041,Ala-Kumpula,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013406,8042,Ala-Kunnari,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018697,10728,Yli-Kunnari,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016764,9744,Peltola,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016778,9751,Peltomäki,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015401,9049,Kumpula,kylä,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015404,9050,Kunnari,kylä,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015412,9055,Kunnarinmäki,mäki,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013652,8163,Etelä,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013706,8190,Färilänmäki,mäki,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017999,10370,Takala,tupa,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018035,10388,Tapiola,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014919,8807,Kivelä,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014932,8814,Kivikko,tupa,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016234,9473,Myllyhaka,tupa,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016307,9510,Mäkelä,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016311,9512,Mäkelä,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018403,10575,Vainiola,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016427,9570,Mäntymäki,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017441,10086,Rinta-Kunnari,talo,paikannimi,Alahärmä,63.246500443,22.871889991,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5008282,4158,Salonpalsta,metsä,paikannimi,Ahlainen,61.614280394,21.740297026,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Peltola, Satu-Liisa",1966,1-kokoelma
Q5003718,1859,Krankmarinniitty,niitty,paikannimi,Ahlainen,61.632655443,21.648438314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Peltola, Satu-Liisa",1966,1-kokoelma
Q5005319,2667,Merimaa,tila,paikannimi,Ahlainen,61.632655443,21.648438314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Peltola, Satu-Liisa",1966,1-kokoelma
