wiki_id,kotus_id,place_name,place_type,name_type,parish,lat,long,precision,collector,collection_year,collection
Q5018589,10672,Vuorenojankurkku,kohta,paikannimi,Alahärmä,63.204309037,22.711500482,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Sjöblom, Sirkka-Liisa",1984,1-kokoelma
Q5018591,10673,Vuorenojanmäki,mäki,paikannimi,Alahärmä,63.204309037,22.711500482,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Sjöblom, Sirkka-Liisa",1984,1-kokoelma
Q5003708,1854,Krankku,pelto,paikannimi,Ahlainen,61.629973137,21.646755049,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5003710,1855,Krankmaari,pelto,paikannimi,Ahlainen,61.629973137,21.646755049,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5010308,5178,Vesijärvi,järvi,paikannimi,Ahlainen,61.629973137,21.646755049,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5007110,3569,Pousuanjärvet,järvet,paikannimi,Ahlainen,61.629973137,21.646755049,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5008993,4516,Strömsuntinkoski,koski,paikannimi,Ahlainen,61.629973137,21.646755049,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5008995,4517,Strömsuntinoja,oja,paikannimi,Ahlainen,61.629973137,21.646755049,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5010965,5508,Degerby,kylä,paikannimi,Ahvenanmaa,60.022953229,20.411696333,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Pitkänen, Ritva Liisa",1982,1-kokoelma
Q5010278,5163,Veljeyskarit,kari,paikannimi,Ahlainen,61.719092326,21.594699333,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5012064,6057,Levonoja,oja,paikannimi,Aitolahti,61.547163312,23.991381569,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Mäkelä, Matti",1969,1-kokoelma
Q5005711,2865,Nasaret,pelto,paikannimi,Ahlainen,61.708443474,21.534827871,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5001046,517,Gröndal,tila,paikannimi,Ahlainen,61.670632106,21.676085737,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5004709,2360,Leppänokka,niemi,paikannimi,Ahlainen,61.718328959,21.591967437,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5004557,2282,Lehmihaka,laidun,paikannimi,Ahlainen,61.718328959,21.591967437,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5009414,4727,Tarrinki,pelto,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5003357,1677,Koivuniemi,asumus,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5006039,3031,Ojaniittu,pelto,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5003582,1791,Kotimaa,maa-alue,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5007834,3934,Rosenqvist,talo,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5002795,1394,Kattsviiki,talo,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5001794,893,Hungelkääly,pelto,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5010248,5148,Vatulammi,laidun,paikannimi,Ahlainen,61.72207878,21.579515662,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Vasama, Marjatta",1963,1-kokoelma
Q5013068,6562,Tilsari,niemi,paikannimi,Aitolahti,61.543911699,23.89647678,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kivikuru, Ullamaija",1963,1-kokoelma
Q5007270,3650,Pyöreäala,niitty,paikannimi,Ahlainen,61.728039376,21.665437391,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5009276,4658,Södersundinkivi,kivi,paikannimi,Ahlainen,61.712613865,21.456166482,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5002051,1022,Isonkivenala,pelto,paikannimi,Ahlainen,61.722746094,21.636967364,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5013352,8019,Aholanmaa,ala,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017607,10170,Saarela,mökki,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017615,10174,Saarenmäki,mäki,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017631,10182,Saari,talo,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017671,10204,Salmi,talo,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017263,9996,Radanvarsi,suo,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015032,8864,Koivula,talo,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014267,8477,Isosaari,tila,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Viitala, Pirjo",1972,1-kokoelma
Q5014269,8478,Isosaari,talo,paikannimi,Alahärmä,63.20165218,22.873636791,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5006712,3369,Pikkusuo,suo,paikannimi,Ahlainen,61.675265565,21.669086293,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5017589,10161,Rämäkkö,suo,paikannimi,Alahärmä,63.346917979,22.711096695,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Lillbacka, Eila",1968,1-kokoelma
Q5008274,4154,Salonen,talo,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5008566,4302,Seppä,talo,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5005152,2583,Mansikka,talo,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5007788,3910,Ristikallio,tila,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5007790,3911,Ristikallio,kulmakunta,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5006403,3214,Peltoniemi,tila,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5005657,2838,Männistö,talo,paikannimi,Ahlainen,61.641831398,21.75854796,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Lenko, Marja",1967,1-kokoelma
Q5015584,9144,Laiska,viljelysmaa,paikannimi,Alahärmä,63.185334525,22.850925628,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Viitala, Pirjo",1972,1-kokoelma
Q5012066,6058,Liinalionranta,ranta,paikannimi,Aitolahti,61.536916201,23.873386043,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kivikuru, Ullamaija",1963,1-kokoelma
Q5005713,2866,Naurismaa,pelto,paikannimi,Ahlainen,61.642496576,21.639648051,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Norrbacka, Hilkka",1977,1-kokoelma
Q5001048,518,Gröndal,pelto,paikannimi,Ahlainen,61.679614456,21.558972652,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1962,1-kokoelma
Q5004711,2361,Leppänokka,niemi,paikannimi,Ahlainen,61.697793873,21.547435388,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1962,1-kokoelma
Q5003057,1526,Kirkkosleetu,pelto,paikannimi,Ahlainen,61.705841978,21.602740405,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5000021,7,Aaltonen,asumus,paikannimi,Ahlainen,61.63708767,21.50247326,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1974,1-kokoelma
Q5013070,6563,Tolppa,pelto,paikannimi,Aitolahti,61.537963043,23.939215883,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5009278,4659,Svälsönapaja,apaja,paikannimi,Ahlainen,61.665529077,21.536485759,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5002053,1023,Isonkivenalusta,apaja,paikannimi,Ahlainen,61.711334235,21.540385317,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5013356,8020,Aitasaarenneva,neva,paikannimi,Alahärmä,63.271120765,22.611939403,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Nybäck, Liisa",1972,1-kokoelma
Q5006714,3370,Pikkusuo,suo,paikannimi,Ahlainen,61.732809687,21.599307405,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5016588,9654,Ojukkakorpi,kuusikko,paikannimi,Alahärmä,63.247532901,22.684498842,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Nybäck, Liisa",1972,1-kokoelma
Q5017591,10162,Rämäkkö,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5018624,10691,Vähämäki,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5016639,9680,Paananvainio,pelto,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5014379,8533,Juntti,pelto,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5013476,8074,Alarintala,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5018768,10764,Yli-Tyni,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5018798,10779,Åker,viljelysmaa,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5016136,9423,Mikinmäki,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5018258,10502,Tupsuluhta,viljelysmaa,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5017289,10009,Rajala,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5018428,10588,Vainiotalo,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5017451,10091,Rintala,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5015237,8967,Kotoluhta,pelto,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5014339,8513,Joki-Rintala,talo,paikannimi,Alahärmä,63.299831034,22.809979985,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Laakso, Maija",1954,1-kokoelma
Q5008276,4155,Salonen,tila,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5001070,529,Grönlund,tila,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5000223,101,Alinen Pirttijärvi,tila,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5000235,107,Alinentalo,talo,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5002332,1163,Juhola,tila,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5005207,2611,Marjamäki,mäki,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5002587,1290,Kalliomäki,tila,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5010819,5435,Ylinen Pirttijärvi,tila,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5001631,812,Hollitie,tie,paikannimi,Ahlainen,61.725889011,21.732568314,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Mäenpää, Marja-Liisa",1967,1-kokoelma
Q5015586,9145,Laiska,pelto,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016609,9665,Onnela,nuorisotalo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016611,9666,Onnelanristaus,risteys,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015626,9165,Lamminkangas,metsä,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015628,9166,Lamminkankaanluoma,oja,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015630,9167,Lamminmäki,mäki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018640,10699,Välikangas,mökki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016647,9684,Pajahila,torppa,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016651,9686,Pajala,mökki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014371,8529,Jukan mylly,tuulimylly,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013462,8067,Ala-Piri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5015706,9205,Lauttakangas,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016742,9733,Pelkonen,mökki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018750,10755,Yli-Piri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013563,8117,Avainlahti,lahti,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018784,10772,Ylivainio,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014504,8596,Kalliokoski,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014600,8645,Kankaala,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013710,8192,Färiranta,ranta,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014650,8670,Kari,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013752,8214,Haapoja,mökki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016981,9854,Piri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014744,8718,Kauppala,kauppa,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016036,9373,Marjala,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5013851,8265,Hanhikangas,mökki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014787,8740,Kermala,meijeri,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018081,10411,Tienvieri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018083,10412,Tienvieri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016246,9479,Myllykangas,mökki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018256,10501,Tuppiniemi,niemeke,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5014978,8837,Kivistö,maa,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016284,9498,Mylläri,torppa,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016286,9499,Myllärinmäki,mäki,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016288,9500,Myllärinvainio,pelto,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016309,9511,Mäkelä,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016389,9551,Mäkivainio,pelto,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018457,10603,Vanha-Piri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5017481,10106,Rinta-Piri,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5016534,9627,Nousunmäki,talo,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5018549,10649,Visu,pelto,paikannimi,Alahärmä,63.237371731,22.852347585,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Pitkänen, Hillevi",1954,1-kokoelma
Q5003712,1856,Krankmarinkallio,kallio,paikannimi,Ahlainen,61.629593104,21.650934209,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Peltola, Satu-Liisa",1966,1-kokoelma
Q5012068,6059,Liinalionäyräs,ranta,paikannimi,Aitolahti,61.553385517,23.943811253,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Kerttula, Riitta-Liisa",1970,1-kokoelma
Q5005715,2867,Naurismaanlahti,lahti,paikannimi,Ahlainen,61.73081951,21.690473631,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5001050,519,Grönfors,tila,paikannimi,Ahlainen,61.724706978,21.579191172,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5004713,2362,Leppäranta,ranta,paikannimi,Ahlainen,61.727040571,21.541699981,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Miikkulainen, Raija",1986,1-kokoelma
Q5003059,1527,Kirkkosleetu,pelto,paikannimi,Ahlainen,61.705731851,21.601558454,Kerääjä on sijoittanut merkinnän tähän pisteeseen.,"Vasama, Marjatta",1963,1-kokoelma
Q5000023,8,Aaltonen,asumus,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5004776,2393,Lindgren,asumus,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5001119,554,Haahkakuoppa,nuotta,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5004809,2410,Lismanni,asumus,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5006822,3424,Pitkäkari,kari,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1976,1-kokoelma
Q5004823,2418,Lomakari,niemi,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1976,1-kokoelma
Q5003213,1604,Kiviranta,tila,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5004899,2456,Luodonpää,luoto,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee useiden karttaruutujen alueella. Tämä piste on ensimmäisessä ruudussa.,"Miikkulainen, Raija",1974,1-kokoelma
Q5005972,2997,Nurmi,asumus,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5005020,2517,Löylymäki,asumus,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5005050,2532,Maa-Murhakari,kari,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
Q5004074,2039,Kyläniemi,kalastustila,paikannimi,Ahlainen,61.64110248,21.474636123,Paikka sijaitsee keruukartalla tämän karttaruudun alueella.,"Miikkulainen, Raija",1974,1-kokoelma
